Registro,Dispositivo,Fecha de nacimiento,Género,¿Qué tan satisfecho está con su vida actualmente?,¿Hasta qué punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¿qué tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¿Qué aspecto cambiarías en Tuluá para mejorar tu bienestar y el de los demás?</b>,¿Mejorarías algo en tu Barrio?,¿En que barrio resides y que harías para mejorarlo?,Duración,Barrio,Mejora_barrio,Edad,Comuna
2024-10-22 21:12:41,teléfono,1984-08-14,male,7.0,7.0,Neutral,"Posicionamiento de industria en Tuluá, para obtener un mejor empleo. Construcción entidades de salud nivel 3 y 4 para no gastar, tiempo, dinero e integridad trasladándome hasta Cali.",SI,Ciudadela parque Central (Moreno Tafurt). Instalación de puestos de salud.,37:41,La Paz,ela parque central (moreno tafurt). instalación de puestos de salud,40,Comuna 10
2024-10-24 12:33:27,teléfono,1984-07-11,female,8.0,8.0,Un poco ansioso,"El tema de orden público, más seguridad que uno pueda tranquilamente poner un negocio de algo así sea pequeño pero estar tranquilo",SI,"Marandua, mejoraría las calles tienen huecos",04:08,Marandúa,mejoraría las calles tienen huecos,40,Comuna 6
2024-10-24 15:59:25,teléfono,1948-02-13,female,8.0,8.0,Neutral,La inseguridad,SI,Urbanización el Dorado. Más colaboración de los vecinos para el bienestar del barrio,07:32,El Dorado,ión el dorado. más colaboración de los vecinos para el bienestar del,76,Comuna 3
2024-10-24 16:16:11,teléfono,1993-05-03,female,6.0,8.0,Un poco ansioso,"La seguridad, poder salir un poco más tranquila",SI,La carrera 30....Las calles les falta pavimentación y orden sobre esa carrera tan principal de la ciudad,01:34,,la carrera 30....las calles les falta pavimentación y orden sobre esa carrera tan principal de la ciudad,31,
2024-10-24 16:23:28,teléfono,1957-03-03,female,10.0,10.0,Feliz,La seguridad y que halla más igualdad,SI,Corregimiento de Bocas de Tulua,01:39,,corregimiento de bocas de tulua,67,
2024-10-24 16:58:45,teléfono,1997-04-16,male,4.0,4.0,Neutral,Más trabajo para personas con discapacidad tengo una discapacidad y soy profesional con posgrado y no consigo trabajo,SI,Farfán más rampas,01:35,Farfán,más rampas,27,Comuna 7
2024-10-24 17:35:48,teléfono,1979-02-13,male,6.0,6.0,Muy ansioso,Oportunidades de  negocios,SI,Barrio playas más cultura ciudadana,03:48,Playas,más cultura ciudadana,45,Comuna 6
2024-10-24 17:52:45,teléfono,1980-06-21,female,8.0,8.0,Feliz,"La seguridad, oportunidades laborales.",SI,"MARACAIBO  Grupos de apoyo, capacitaciones.",01:21,Maracaibo,"grupos de apoyo, capacitaciones",44,Comuna 9
2024-10-24 19:35:12,teléfono,1976-11-13,male,5.0,7.0,Muy ansioso,La seguridad de mi ciudad  es lo primordial,SI,Peñaranda,02:24,Urbanización Peñaranda,,47,Comuna 3
2024-10-24 21:10:41,teléfono,1984-06-22,female,10.0,8.0,Un poco ansioso,Que tuviera más programas para jóvenes y adolescentes,SI,Vivo en villa liliana me gustaría mejorar los parques ya q contamos con los espacios de zona verde pero faltan juegos para los pequeños,02:44,Villa Liliana,liliana me gustaría mejorar los parques ya q contamos con los espacios de zona verde pero faltan juegos para los pequeños,40,Comuna 7
2024-10-25 00:44:03,teléfono,1982-06-26,male,6.0,6.0,Muy ansioso,La seguridad que la atencion en salud sea de mejor calidad,SI,En el barrio el bosque  que recibamos el apoyo de entidades competentes para la seguridad,02:12,El Bosque,bosque  que recibamos el apoyo de entidades competentes para la seguridad,42,Comuna 3
2024-10-25 02:01:37,teléfono,1967-09-04,female,10.0,10.0,Feliz,"Educar y concientizar al ciudadano en respetar las cebras, semáforos,y que haya una ley para los padres de familia en tener en sus hogares a los niños y jóvenes de 17 años y 11 meses en sus casa a las 10 00pm ya dentro de ellas así nos evitaríamos juventud perdida en vicios y rumbas sin sentido",SI,"El barrio Horizonte y me gustaría que nos apoyarán con el arreglo de parque el horizonte,se que toda la comunidad de alrededor nos apoyarían",07:00,Horizonte,"onte y me gustaría que nos apoyarán con el arreglo de parque el horizonte,se que toda la comunidad de alrededor nos apoyarían",57,Comuna 8
2024-10-25 05:13:02,teléfono,1967-05-06,male,10.0,10.0,Feliz,La seguridad,SI,Jazmín y mejoraría el tránsito vehicular,01:11,,jazmín y mejoraría el tránsito vehicular,57,
2024-10-25 09:19:09,computer,1976-03-08,female,8.0,10.0,Muy ansioso,el chisme,SI,"Alvernia, estimular el trabajo en comunidad el los parques",00:51,Alvernia,estimular el trabajo en comunidad el los parques,48,Comuna 2
2024-10-25 13:58:51,teléfono,1969-06-06,male,10.0,10.0,Muy Feliz,Mejorar los centros recreacional es y algunas zonas viales,SI,Que quiten los antejardines que algunos habitantes de este sector colocaron en las zonas peatonales,02:56,,que quiten los antejardines que algunos habitantes de este sector colocaron en las zonas peatonales,55,
2024-10-25 14:09:24,teléfono,1956-02-19,male,8.0,8.0,Feliz,"Servicios de medicina,sin tener que viajar a otro lado.mas eficiencia en la terminación de las obras publicas.tener  capacidad para aprovechar la margen del rio,con políticas que incluya entretenimiento,fuente de empleo y sentido de pertenencia por el afluente.se ha desperdiciado esa belleza natural",SI,Seguridad.en más iluminación y mejores implementos de máquinas biosaludables y control policial.,09:50,,seguridad.en más iluminación y mejores implementos de máquinas biosaludables y control policial.,68,
2024-10-25 15:27:12,teléfono,1976-11-30,male,10.0,7.0,Neutral,La seguridad la movilidad y que las entidades de la alcaldía estén más con la comunidad,SI,Bosques de Maracaibo nos falta parques para nuestros niños seguridad y las vias,02:02,Bosques de Maracaibo,nos falta parques para nuestros niños seguridad y las vias,47,Comuna 8
2024-10-25 16:09:13,teléfono,1962-03-19,male,8.0,9.0,Muy Feliz,"A veces pienso en la seguridad mía y de mi familia,eso es algo que crea un poco de ansiedad en mi",SI,"Alameda 1,y trataría de hacer campañas para que no tienen tanta basura en la transversal 12,también hay mucho perrito abandonado en la calle",03:02,,"alameda 1,y trataría de hacer campañas para que no tienen tanta basura en la transversal 12,también hay mucho perrito abandonado en la calle",62,
2024-10-25 18:20:40,teléfono,1986-10-21,male,8.0,9.0,Un poco ansioso,"Es necesario crear espacios de esparcimiento, el paquete de la familia es un caos, el lago chilicote da miedo ir porque se volvió un centro de consumo, el estadio no está disponible, se necesitan parques y lugares adecuados para el esparcimiento familiar que provean seguridad y tranquilidad.",SI,"Sajonia, intervenir el lago chilicote.",02:37,El Lago,intervenir el lago chilicote,38,Comuna 5
2024-10-25 23:16:59,teléfono,1958-03-24,male,5.0,8.0,Un poco ansioso,Mayor compromiso por parte de la alcaldía y de la ciudadanía de mantener los parques y zonas verdes en perfecto estado a igual que las vías por dónde circulamos.,SI,"Las Acacias, más vigilancia para el lago y que la policía ambiental permanezca en el CAI para controlar y proteger este humedal",07:38,El Lago,"cias, más vigilancia para el lago y que la policía ambiental permanezca en el cai para controlar y proteger este humedal",66,Comuna 5
2024-10-26 05:16:15,teléfono,2002-05-28,female,3.0,6.0,Neutral,La inseguridad,SI,Fátima,08:33,Fátima,,22,Comuna 1
2024-10-26 06:30:56,teléfono,1956-02-19,male,8.0,8.0,Feliz,Servicio medico.mas atención local.menos traslados a otros pueblos para.atención medicinal.,SI,Equipos biosaludables.iluminación y seguridad.,03:17,,equipos biosaludables.iluminación y seguridad.,68,
2024-10-26 07:00:44,teléfono,1974-03-24,female,7.0,10.0,Feliz,Q se pueda caminar por los andenes libremente si tener q vajarse ala calle,SI,Más presencia de las autoridades  de policía o militares  Barrio santa cruz,04:30,La Santa Cruz,de las autoridades  de policía o militares   santa cruz,50,Comuna 3
2024-10-26 07:06:41,teléfono,1960-06-06,male,8.0,8.0,Neutral,"La paz , la tranquilidad",SI,"La Villa , limpieza , camaras en buen estado",03:20,La Villa,"limpieza , camaras en buen estado",64,Comuna 3
2024-10-26 07:44:22,teléfono,1956-02-19,male,8.0,9.0,Feliz,Tienen en la vieja ESTACIÓN la  oportunidad de hacer otra ESPECTACULAR obra de marca mayir.debe ser algo que produzca orgullo.,SI,Máquinas e instructores de guia.,04:18,,máquinas e instructores de guia.,68,
2024-10-26 09:15:25,teléfono,1956-02-19,male,8.0,8.0,Feliz,"Mejorar fuentes de empleo.y recuperar espacio publico.no perder la posibilidad de hace una obra maestra,en la anterior estación del tren.fijar los ojos hacia las orillas del rio,aprovechar su  esplendor.mediante servicios y entretenimiento y darle vida al globo terrenal del sector de la estación San",SI,Equipamiento para trabajo fisico.iluminacion y seguridad.,06:06,,equipamiento para trabajo fisico.iluminacion y seguridad.,68,
2024-10-26 13:34:00,teléfono,1989-05-08,female,2.0,2.0,Un poco ansioso,Seguridad vial y oportunidades laborales,SI,"Barrio Popular, actividades en el parque para que sean ocupafos de nuevo por los niños y las familias",01:33,Popular,actividades en el parque para que sean ocupafos de nuevo por los niños y las familias,35,Comuna 3
2024-10-26 13:33:21,teléfono,1979-03-11,male,9.0,10.0,Feliz,Mas presencia policial. Mucha delincuencia y a la vez sicariato. Tulua esta escaso de policias,SI,Vivo en el barrio el  paraiso . ser un veedor y terminar de darle un mejor aspecto a la cancha de futbol. Embellecerla.,03:50,,vivo en el  el  paraiso . ser un veedor y terminar de darle un mejor aspecto a la cancha de futbol. embellecerla.,45,
2024-10-26 15:42:20,teléfono,1981-09-21,female,8.0,9.0,Neutral,La seguridad,NO,La maeina,01:16,,la maeina,43,
2024-10-26 16:07:34,teléfono,1975-12-18,male,7.0,8.0,Neutral,La seguridad,SI,Victoria,01:02,Victoria,,48,Comuna 1
2024-10-26 17:57:25,teléfono,1952-04-09,male,10.0,10.0,Muy Feliz,Más educación. Ad dinero para el ministerio de educacon lo que no vemos de los políticos que no lo dicen y el pueblo sin educación es un pueblo ciego sin esperanza % educación con cultura nacional % todo autóctono idiomas ancestros autóctono y español latinoamericano y caribeño menos inportacion de,SI,Barrio jasmin la cra40 lago este.mas control del ambiente redes de cloacas sr vrn respuestas  al ambiente rstudio para mejorar su calidad am,13:03,,jasmin la cra40 lago este.mas control del ambiente redes de cloacas sr vrn respuestas  al ambiente rstudio para mejorar su calidad am,72,
2024-10-26 19:00:14,teléfono,1966-02-04,male,,,Temo por mi vida,La seguridad y la extorsión. Trabajo para todos,SI,LA SEGURIDAD,02:36,,la seguridad,58,
2024-10-26 19:35:36,teléfono,1980-06-08,female,8.0,7.0,Un poco ansioso,Cultura vial y de espacio publico,SI,"El condor dos, mejoraria las luminarias, pavimentar la calle 13 c y traer juegos nuevos al parque",01:39,,"el condor dos, mejoraria las luminarias, pavimentar la calle 13 c y traer juegos nuevos al parque",44,
2024-10-26 20:11:40,teléfono,1975-10-21,female,2.0,5.0,Un poco ansioso,Ayuden más alas madres cabeza de hogar nesecitamos también la encuesta del sisben,SI,Las nieves,01:19,Las Nieves,,49,Comuna 7
2024-10-26 22:36:40,teléfono,1970-04-28,female,9.0,9.0,Feliz,Cambiaría que no hubiera tanto asesinato en nuestra ciudad de la ciudad tuluá que todo fuera armonía paz y entre familias y amistades y vecinos,SI,Yo vivo en el barrio Rubén Cruz Vélez que hubiera mas espacios de recreación para los jóvenes y niños compartieran en familia,05:48,Rubén Cruz Vélez,ubén cruz vélez que hubiera mas espacios de recreación para los jóvenes y niños compartieran en familia,54,Comuna 7
2024-10-27 03:40:32,teléfono,1969-04-10,female,8.0,8.0,Un poco ansioso,La inseguridad,SI,Jazmin Tendría que sacar del barrio varios focos de  personas que nos están quitando la tranquilidad,05:19,,jazmin tendría que sacar del  varios focos de  personas que nos están quitando la tranquilidad,55,
2024-10-27 05:42:58,teléfono,1959-02-24,female,3.0,4.0,Un poco ansioso,Seguridad,SI,Fatima reparar calles,01:41,Fátima,reparar calles,65,Comuna 1
2024-10-27 06:26:38,teléfono,1970-06-26,female,7.0,8.0,Muy Feliz,"Mayor inversión social buscando generar espacios positivos para evitar que nuestros niños jóvenes y adolescentes se involucren en actividades ilicitas onse relacionen mal ,generar espacios de paz amor y sana convivencia. Evitar tanto papeleo administrativo y ejecutar acciones que impacten",SI,"En la esperanza, generaría espacios de sano esparcimiento para la población",03:54,La Esperanza,"nza, generaría espacios de sano esparcimiento para la población",54,Comuna 6
2024-10-27 07:08:00,teléfono,1985-07-21,male,3.0,3.0,Temo por mi vida,Mejores oportunidades de empleo y mayor seguridad en el municipio,SI,Salesianos,01:03,Salesiano,s,39,Comuna 5
2024-10-27 07:08:39,teléfono,1966-01-02,male,2.0,2.0,Neutral,Un  empleo,SI,Señalizar las vias,04:20,,señalizar las vias,58,
2024-10-27 13:18:56,teléfono,1983-01-12,female,5.0,6.0,Feliz,Seguridad y fuentes de empleo,SI,Programas de formación y capacitación,01:07,,programas de formación y capacitación,41,
2024-10-27 14:03:10,teléfono,1956-02-19,male,8.0,8.0,Feliz,Empleo.salud sin tener que salir de la ciudad.,SI,Iluminación y mayor entretenimiento en los parques.,03:00,,iluminación y mayor entretenimiento en los parques.,68,
2024-10-27 16:11:12,teléfono,1956-02-19,male,8.0,8.0,Feliz,Salud.y empleo directo del municipio.aprovechar los espacios públicos para generar empleo.y  puentes desde la harina al norte y sur y aprovechar ese emporio natural que es el RIO .,SI,"Más luz,espacios para ventas y seguridad",04:21,,"más luz,espacios para ventas y seguridad",68,
2024-10-27 19:39:44,teléfono,1967-07-23,female,3.0,6.0,Temo por mi vida,Que el al calde solucione lo de la bulla en los barrios,SI,La bulla de los vecinos,02:24,,la bulla de los vecinos,57,
2024-10-27 20:18:52,teléfono,1992-01-13,female,7.0,8.0,Feliz,Mas seguridad para nuestras familias y  no más delincuencia en nuestra comunidad,SI,Villa  margarita parque mas iluminados para así no tener delincuentes escondidos,04:12,,villa  margarita parque mas iluminados para así no tener delincuentes escondidos,32,
2024-10-27 20:47:36,teléfono,1975-07-13,female,8.0,10.0,Feliz,La seguridad de poder caminar por las calles sin estar asustado esperando un raponazo. Poderme sentar fuera de mi casa a refrescarme sin miedo a que vengan a robarme.,SI,"Panamericano. La iluminación es poca, falta señalización y preeencia de la autoridad. Aún se hace piques de motos por este lugar",02:10,Panamericano,"la iluminación es poca, falta señalización y preeencia de la autoridad. aún se hace piques de motos por este lugar",49,Comuna 1
2024-10-27 20:46:52,teléfono,1956-03-25,male,7.0,8.0,Neutral,"En la vía (la 40) a Buga, frente al costado del Colegio Gimnasio del Pacífico se han presentado muchos accidentes de tránsito, porque hay vehículos que giran a la  izquierda para entrar a ciudad Campestre.  Una rotonda o semáforo.  Pero los motocicletas no respetan semáforos.  Que tristeza.",NO,Miraflores  Limpieza en los alrededores del Colegio Gimnasio (llevan basuras),08:03,Miraflores,limpieza en los alrededores del colegio gimnasio (llevan basuras),68,Comuna 1
2024-10-27 21:57:33,teléfono,1983-04-09,female,5.0,9.0,Neutral,Mejores acciones del alcalde,SI,Pavimento,02:16,,pavimento,41,
2024-10-27 22:10:42,teléfono,1981-07-14,male,8.0,7.0,Neutral,Que no extorsiónen tanto a la gente y que se ataque con contundencia a las bandas de la ciudad más empresas para nuestra ciudad,NO,Escobar,02:36,Escobar,,43,Comuna 4
2024-10-28 01:52:41,teléfono,1980-02-29,female,7.0,7.0,Neutral,Inseguridad,NO,Villa campestre,03:08,Villa Campestre,,44,Comuna 1
2024-10-28 05:16:07,teléfono,1975-10-01,female,7.0,7.0,Muy Feliz,Nuevas fuentes de empleo,NO,Bolivar,01:00,Bolívar,,49,Comuna 6
2024-10-28 05:15:21,teléfono,1978-01-11,female,4.0,4.0,Un poco ansioso,La inseguridad y falta de oportunidad laboral,SI,Corregimiento de Nariño tantas cosas que hay para hacer por este lugar los jóvenes son más los metidos en las drogas,03:04,,corregimiento de nariño tantas cosas que hay para hacer por este lugar los jóvenes son más los metidos en las drogas,46,
2024-10-28 06:27:37,teléfono,1992-02-28,female,7.0,9.0,Muy Feliz,M,SI,Aguaclara. Mejoraría la vía de la carrilera,00:54,Aguaclara,mejoraría la vía de la carrilera,32,Comuna 10
2024-10-28 09:48:22,teléfono,1971-11-01,female,10.0,10.0,Feliz,"Se que en materia de seguridad hemos mejorado significativamente, acá en la galería muchísimos habitantes de calle que hacen que las ventas hayan mermado por qué en mi cuadra ( calle 27 A entre CRA 21-22) mantienen mañana ,tarde y noche fumando y vendiendo !! Cómo institutos gratuitos para ellos !!",NO,"Villa del sur ! Pues mi cuadra es bien , solo uno que otro vecino ruidoso ( y bastante ) los fines de semana ! De resto todo excelente!",03:42,Villa del Sur,"! pues mi cuadra es bien , solo uno que otro vecino ruidoso ( y bastante ) los fines de semana ! de resto todo excelente!",53,Comuna 7
2024-10-28 10:05:08,teléfono,1949-05-23,male,10.0,10.0,Muy Feliz,"Ante todo la seguridad la gente está abandonando la ciudad por muchos motivos extorcion,intolerancia, carestia,abandono,crecimiento delincuencia y aumento habitantes de la calle etc etc etc",SI,En mi Barrio Céspedes aparte del caos total que representa la Cra 30 han crecido demasiado talleres de autos y motos en la calle y andenes.,10:48,Céspedes,éspedes aparte del caos total que representa la cra 30 han crecido demasiado talleres de autos y motos en la calle y andenes,75,Comuna 2
2024-10-28 12:32:52,teléfono,1980-08-16,female,6.0,5.0,Un poco ansioso,"Que se pudiera trabajar tranquilamente la cuidad se siente muy intranquila con tantos homicidios, estorciones poco trabajo",NO,Santa Isabel,01:21,Santa Isabel,,44,Comuna 8
2024-10-28 13:49:52,teléfono,1961-05-11,female,4.0,7.0,Un poco ansioso,Seguridad y bienestar en los parques,SI,Cuidado con el humedal del lago chillicotte. Más protección a la fauna y flora,02:24,El Lago,con el humedal del lago chillicotte. más protección a la fauna y flora,63,Comuna 5
2024-10-28 16:38:23,teléfono,1997-06-27,female,1.0,,Temo por mi vida,La inseguridad,SI,Nuevo farfán cambiaría la limpieza,01:27,Farfán,farfán cambiaría la limpieza,27,Comuna 7
2024-10-28 17:51:21,teléfono,1980-02-04,male,6.0,,Feliz,En Tuluá toca combatir cien por ciento todo tipo de delincuencia incluida la corrupción,SI,"Barrio Rubén cruz Vélez, mejoramiento de caseta comunal y la atención al usuario en el hospitalito Rubén cruz",06:18,Rubén Cruz Vélez,mejoramiento de caseta comunal y la atención al usuario en el hospitalito rubén cruz,44,Comuna 7
2024-10-28 19:06:04,teléfono,1965-01-24,male,10.0,10.0,Muy Feliz,"Tulua no debe cambiar, ni nada debe cambiar; son las personas las que deben trabajar en si mismos. Los tesoros están dentro de cada Ser humano",NO,Ya vamos vo en veteda,04:39,,ya vamos vo en veteda,59,
2024-10-28 19:50:34,teléfono,1952-04-28,female,9.0,9.0,Muy Feliz,K se preocupen más por los adultos mayores y los niños,SI,Fatima k en el parque de la flia coloquen aparatos para k podamos hacer ejercicios los mayores,03:22,Fátima,k en el parque de la flia coloquen aparatos para k podamos hacer ejercicios los mayores,72,Comuna 1
2024-10-28 20:16:00,teléfono,1958-04-17,male,9.0,10.0,Feliz,"Que la autoridad de transito hagan cumplir  con las normas que reglamentan la circulación de motos y carros,porque  la mayoría  no respetan  estas normas.",SI,"La seguridad del barrio Popular. Colocar cámaras en la casa,para observar y grabar los incidentes qué ocurran.",05:22,Popular,"ridad del  popular. colocar cámaras en la casa,para observar y grabar los incidentes qué ocurran",66,Comuna 3
2024-10-28 20:31:33,teléfono,1990-03-22,female,5.0,4.0,Temo por mi vida,"El ruido de los vecinos con equipos de sonido a todos volumen, la seguridad vial.",SI,"Barrio la santa Cruz, mejoraría el ruido los vecinos no respetan ponen el equipo a todo volumen y no limpian el popo de las mascotas",02:17,La Santa Cruz,mejoraría el ruido los vecinos no respetan ponen el equipo a todo volumen y no limpian el popo de las mascotas,34,Comuna 3
2024-10-28 21:48:51,teléfono,1987-01-11,female,7.0,7.0,Feliz,Más transporte público y menos motoraton,SI,Portal de San Felipe  Más seguridad  Que haya control de equinos,01:17,,portal de san felipe  más seguridad  que haya control de equinos,37,
2024-10-28 23:02:26,teléfono,1981-01-16,female,9.0,8.0,Feliz,Seguridad para salir hacer deporte a los alrededores,SI,Senderos de villa Liliana,01:12,Villa Liliana,illa liliana,43,Comuna 7
2024-10-29 00:33:48,teléfono,1984-11-02,female,5.0,7.0,Neutral,Dejar trabajar a las personas que se rebuscan en la calle,SI,Tomas uribe hay muchos chirretes locos en las calles,02:08,,tomas uribe hay muchos chirretes locos en las calles,40,
2024-10-29 01:11:06,teléfono,1985-05-23,female,5.0,5.0,Un poco ansioso,"La inseguridad nos está matando, sino son las extorsiones, son los crímenes, o el miedo generalizado que hay en la gente, desempleo, falta de oportunidades, y a eso le sumamos la falta de cultura, especialmente en el tema del tráfico, salir en cualquier vehículo o hasta a pie es arriesgar la vida.",SI,"San Pedro Claver. Más presencia de la policía, mucho habitante de calle y robos en las casas",03:54,San Pedro Claver,"más presencia de la policía, mucho habitante de calle y robos en las casas",39,Comuna 6
2024-10-29 02:05:11,teléfono,1988-09-01,female,8.0,9.0,Feliz,Traer empresa privada para así facilitar empleos,NO,"El popular, y que le cambiaría la casona",03:52,Popular,"lar, y que le cambiaría la casona",36,Comuna 3
2024-10-29 05:06:08,teléfono,1959-03-29,female,10.0,10.0,Muy Feliz,"Que no hayan huecos en las calles, que los vendedores de la calle sean reubicados, que dejen trabajar los extorsionadores y que el alcalde por fin de la cara a su pueblo.",NO,El lago.,03:49,El Lago,,65,Comuna 5
2024-10-29 07:58:16,teléfono,1974-04-05,male,9.0,9.0,Un poco ansioso,La.inseguridad,SI,Barrio AVE Cali,01:58,,ave cali,50,
2024-10-29 08:46:55,teléfono,1989-07-05,female,8.0,8.0,Neutral,"Regulación y control social, incremento de la seguridad. Caminar en Tuluá es una eterna sensación de inseguridad",SI,El Palmar. Planes y programas para la ocupación del tiempo libre en los jóvenes,01:38,El Palmar,planes y programas para la ocupación del tiempo libre en los jóvenes,35,Comuna 9
2024-10-29 11:56:27,teléfono,1961-09-07,female,6.0,7.0,Un poco ansioso,Más beneficios para las personas solas de la tercera edad.,NO,Nuevo principe... Nadie socializa con nadie,01:44,Nuevo Príncipe,nadie socializa con nadie,63,Comuna 5
2024-10-29 13:22:16,teléfono,1967-04-05,male,,,Temo por mi vida,,SI,LA SEGURIDAD...TODO TULUA ESTA EN MANOS DE LA DELINCUENCIA,01:43,,la seguridad...todo tulua esta en manos de la delincuencia,57,
2024-10-29 13:38:11,teléfono,1974-10-18,female,8.0,8.0,Muy ansioso,Erradicar la extorsión y los asesinatos,SI,"La villa.   Normas claras de convivencia  0 ruido, levantar popo de mascotas",02:17,La Villa,"normas claras de convivencia  0 ruido, levantar popo de mascotas",50,Comuna 3
2024-10-29 13:36:46,teléfono,1948-06-20,male,10.0,10.0,Un poco ansioso,"Cultura ciudadana.  Respeto a las autoridades, a las reglas sociales, educación y cultura , respeto a los demas .",NO,Las Delicias.  Respeto a las normas de tránsito.,05:54,Las Delicias,respeto a las normas de tránsito,76,Comuna 6
2024-10-29 14:11:01,teléfono,1967-03-29,female,10.0,10.0,Muy Feliz,Los consumidores de alucinogenos,SI,"Urbanización la villa , el consumo de drogas",02:14,La Villa,"ción la villa , el consumo de drogas",57,Comuna 3
